Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8293,0.7046,0.4551,0.8322,0.3681,0.7058,0.3856,1990
0.8228,0.7024,0.4289,0.8242,0.38,0.6985,0.3987,1991
0.7965,0.6783,0.4201,0.8007,0.3816,0.6896,0.4142,1992
0.8118,0.6761,0.4158,0.8145,0.3693,0.7122,0.3867,1993
0.7987,0.674,0.4376,0.8005,0.3751,0.6924,0.386,1994
