Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8228,0.7112,0.4398,0.8266,0.3606,0.7169,0.3684,1990
0.8009,0.6783,0.4289,0.8057,0.372,0.7119,0.3787,1991
0.814,0.6871,0.4617,0.8173,0.3592,0.7107,0.3758,1992
0.8074,0.709,0.4551,0.8113,0.3631,0.7146,0.369,1993
0.8162,0.6805,0.4792,0.8191,0.3627,0.7038,0.3649,1994
