Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.7899,0.6937,0.4267,0.7951,0.3742,0.7044,0.373,1990
0.8425,0.709,0.4442,0.8447,0.3579,0.7285,0.3711,1991
0.8315,0.7155,0.4683,0.8358,0.3565,0.7145,0.3692,1992
0.8271,0.6915,0.4464,0.8294,0.3649,0.7096,0.3695,1993
0.8293,0.698,0.4551,0.8303,0.3742,0.6921,0.3812,1994
