Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8359,0.6937,0.4158,0.8388,0.3782,0.7117,0.3919,1990
0.8096,0.7046,0.4333,0.8154,0.372,0.7164,0.3929,1991
0.8118,0.7024,0.4442,0.816,0.3647,0.7148,0.3688,1992
0.8096,0.7155,0.4639,0.8146,0.3503,0.7335,0.3585,1993
0.8293,0.709,0.4617,0.8331,0.3541,0.7256,0.3667,1994
