Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss,seed
0.6845,0.6753,0.6734,0.6518,0.4228,0.4228,0.8049,0.2853,0.8046,1990
