Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
bienc,"(68.45, 0.0)","(67.53, 0.0)","(67.34, 0.0)","(65.18, 0.0)","(42.28, 0.0)","(42.28, 0.0)","(80.49, 0.0)","(28.53, 0.0)","(80.46, 0.0)"
