Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
bienc,"(56.71, 0.0)","(55.64, 0.0)","(55.79, 0.0)","(54.92, 0.0)","(20.12, 0.0)","(20.12, 0.0)","(138.21, 0.0)","(26.22, 0.0)","(137.9, 0.0)"
