Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss,seed
0.5671,0.5564,0.5579,0.5492,0.2012,0.2012,1.3821,0.2622,1.379,1990
