Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss,seed
0.8184,0.709,0.488,0.8228,0.3649,0.7021,0.3818,1990
0.8162,0.6827,0.4354,0.8203,0.3748,0.7079,0.3995,1991
0.8206,0.6827,0.407,0.8202,0.3859,0.696,0.4046,1992
0.8337,0.6937,0.4376,0.8363,0.3818,0.7014,0.3864,1993
0.8074,0.6915,0.4289,0.8122,0.3761,0.6948,0.404,1994
