Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
msalm,"(81.58, 0.45)","(82.19, 0.39)","(86.46, 0.28)","(86.5, 0.28)","(57.69, 0.39)","(55.69, 0.38)","(50.71, 0.29)","(80.19, 0.15)","(50.72, 0.3)"
